"Name","Location","Function Signature","Function Size"
"_ZN3fmt11BasicWriterIwE9FormatIntIyNS_10FormatSpecEEEvT_RKT0_","0040ed94","undefined _ZN3fmt11BasicWriterIwE9FormatIntIyNS_10FormatSpecEEEvT_RKT0_()","1"
"_ZN3fmt11BasicWriterIwE9write_strIcEEPwPKT_jRKNS_9AlignSpecE","0040f094","undefined _ZN3fmt11BasicWriterIwE9write_strIcEEPwPKT_jRKNS_9AlignSpecE()","1"
"_ZN3fmt11BasicWriterIwE9write_strIcEEvRKNS_8internal11StringValueIT_EERKNS_10FormatSpecE","0040f5c8","undefined _ZN3fmt11BasicWriterIwE9write_strIcEEvRKNS_8internal11StringValueIT_EERKNS_10FormatSpecE()","70"
"_ZN3fmt11BasicWriterIwE9write_strIwEEPwPKT_jRKNS_9AlignSpecE","0040d370","undefined _ZN3fmt11BasicWriterIwE9write_strIwEEPwPKT_jRKNS_9AlignSpecE()","1"
"_ZN3fmt11BasicWriterIwE9write_strIwEEvRKNS_8internal11StringValueIT_EERKNS_10FormatSpecE","0040d3f0","undefined _ZN3fmt11BasicWriterIwE9write_strIwEEvRKNS_8internal11StringValueIT_EERKNS_10FormatSpecE()","70"
"_ZN3fmt11SystemError4initEiNS_14BasicStringRefIcEERKNS_7ArgListE","0040e6f0","undefined _ZN3fmt11SystemError4initEiNS_14BasicStringRefIcEERKNS_7ArgListE()","1"
"_ZN3fmt13print_coloredENS_5ColorENS_14BasicStringRefIcEERKNS_7ArgListE","0040e538","undefined _ZN3fmt13print_coloredENS_5ColorENS_14BasicStringRefIcEERKNS_7ArgListE()","1"
"_ZN3fmt14BasicFormatterIcE13ParseArgIndexERPKc","0040c6d8","undefined _ZN3fmt14BasicFormatterIcE13ParseArgIndexERPKc()","1"
"_ZN3fmt14BasicFormatterIcE6FormatENS_14BasicStringRefIcEERKNS_7ArgListE","0040e1c8","undefined _ZN3fmt14BasicFormatterIcE6FormatENS_14BasicStringRefIcEERKNS_7ArgListE()","1"
"_ZN3fmt14BasicFormatterIcE6formatEPKcRKNS_8internal3ArgE","0040deb4","undefined _ZN3fmt14BasicFormatterIcE6formatEPKcRKNS_8internal3ArgE()","1"
"_ZN3fmt14BasicFormatterIcE9CheckSignERPKcRKNS_8internal3ArgE","0040e37c","undefined _ZN3fmt14BasicFormatterIcE9CheckSignERPKcRKNS_8internal3ArgE()","1"
"_ZN3fmt14BasicFormatterIwE13ParseArgIndexERPKw","0040c77c","undefined _ZN3fmt14BasicFormatterIwE13ParseArgIndexERPKw()","1"
"_ZN3fmt14BasicFormatterIwE6FormatENS_14BasicStringRefIwEERKNS_7ArgListE","0040fbec","undefined _ZN3fmt14BasicFormatterIwE6FormatENS_14BasicStringRefIwEERKNS_7ArgListE()","1"
"_ZN3fmt14BasicFormatterIwE6formatEPKwRKNS_8internal3ArgE","0040f8c4","undefined _ZN3fmt14BasicFormatterIwE6formatEPKwRKNS_8internal3ArgE()","1"
"_ZN3fmt14BasicFormatterIwE9CheckSignERPKwRKNS_8internal3ArgE","0040e2fc","undefined _ZN3fmt14BasicFormatterIwE9CheckSignERPKwRKNS_8internal3ArgE()","120"
"_ZN3fmt17ReportSystemErrorEiNS_14BasicStringRefIcEE","0040c62a","undefined _ZN3fmt17ReportSystemErrorEiNS_14BasicStringRefIcEE()","1"
"_ZN3fmt5printENS_14BasicStringRefIcEERKNS_7ArgListE","0040e4c8","undefined _ZN3fmt5printENS_14BasicStringRefIcEERKNS_7ArgListE()","1"
"_ZN3fmt5printEP7__sFILENS_14BasicStringRefIcEERKNS_7ArgListE","0040e464","undefined _ZN3fmt5printEP7__sFILENS_14BasicStringRefIcEERKNS_7ArgListE()","1"
"_ZN3fmt5printERSoNS_14BasicStringRefIcEERKNS_7ArgListE","0040e400","undefined _ZN3fmt5printERSoNS_14BasicStringRefIcEERKNS_7ArgListE()","1"
"_ZN3fmt6formatENS_14BasicStringRefIcEERKNS_7ArgListE","0040e258","undefined _ZN3fmt6formatENS_14BasicStringRefIcEERKNS_7ArgListE()","1"
"_ZN3fmt6formatIcEESsNS_14BasicStringRefIcEERKT_","0040e2c0","undefined _ZN3fmt6formatIcEESsNS_14BasicStringRefIcEERKT_()","1"
"_ZN3fmt6printfENS_14BasicStringRefIcEERKNS_7ArgListE","0040de40","undefined _ZN3fmt6printfENS_14BasicStringRefIcEERKNS_7ArgListE()","1"
"_ZN3fmt8internal10CharTraitsIcE11FormatFloatIdEEiPcjPKcjiT_","0040caa0","undefined _ZN3fmt8internal10CharTraitsIcE11FormatFloatIdEEiPcjPKcjiT_()","1"
"_ZN3fmt8internal10CharTraitsIcE11FormatFloatIeEEiPcjPKcjiT_","0040cd50","undefined _ZN3fmt8internal10CharTraitsIcE11FormatFloatIeEEiPcjPKcjiT_()","1"
"_ZN3fmt8internal10CharTraitsIwE11FormatFloatIdEEiPwjPKwjiT_","0040d244","undefined _ZN3fmt8internal10CharTraitsIwE11FormatFloatIdEEiPwjPKwjiT_()","1"
"_ZN3fmt8internal10CharTraitsIwE11FormatFloatIeEEiPwjPKwjiT_","0040d334","undefined _ZN3fmt8internal10CharTraitsIwE11FormatFloatIeEEiPwjPKwjiT_()","1"
"_ZN3fmt8internal11CountDigitsEj","0040c5c8","undefined _ZN3fmt8internal11CountDigitsEj()","1"
"_ZN3fmt8internal11CountDigitsEy","0040c580","undefined _ZN3fmt8internal11CountDigitsEy()","1"
"_ZN3fmt8internal12PrintfParserIcE10ParseFlagsERNS_10FormatSpecERPKc","0040c81c","undefined _ZN3fmt8internal12PrintfParserIcE10ParseFlagsERNS_10FormatSpecERPKc()","1"
"_ZN3fmt8internal12PrintfParserIcE11ParseHeaderERPKcRNS_10FormatSpecES5_","0040c86c","undefined _ZN3fmt8internal12PrintfParserIcE11ParseHeaderERPKcRNS_10FormatSpecES5_()","160"
"_ZN3fmt8internal12PrintfParserIcE14HandleArgIndexEjRPKc","0040c710","undefined _ZN3fmt8internal12PrintfParserIcE14HandleArgIndexEjRPKc()","1"
"_ZN3fmt8internal12PrintfParserIcE6FormatERNS_11BasicWriterIcEENS_14BasicStringRefIcEERKNS_7ArgListE","0040dba4","undefined _ZN3fmt8internal12PrintfParserIcE6FormatERNS_11BasicWriterIcEENS_14BasicStringRefIcEERKNS_7ArgListE()","1"
"_ZN3fmt8internal12PrintfParserIwE10ParseFlagsERNS_10FormatSpecERPKw","0040d000","undefined _ZN3fmt8internal12PrintfParserIwE10ParseFlagsERNS_10FormatSpecERPKw()","1"
"_ZN3fmt8internal12PrintfParserIwE11ParseHeaderERPKwRNS_10FormatSpecERPKc","0040d050","undefined _ZN3fmt8internal12PrintfParserIwE11ParseHeaderERPKwRNS_10FormatSpecERPKc()","156"
"_ZN3fmt8internal12PrintfParserIwE14HandleArgIndexEjRPKc","0040c7b0","undefined _ZN3fmt8internal12PrintfParserIwE14HandleArgIndexEjRPKc()","1"
"_ZN3fmt8internal12PrintfParserIwE6FormatERNS_11BasicWriterIwEENS_14BasicStringRefIwEERKNS_7ArgListE","0040f614","undefined _ZN3fmt8internal12PrintfParserIwE6FormatERNS_11BasicWriterIwEENS_14BasicStringRefIwEERKNS_7ArgListE()","1"
"_ZN3fmt8internal13FormatDecimalIjcEEvPT0_T_j","001fe4ac","undefined _ZN3fmt8internal13FormatDecimalIjcEEvPT0_T_j()","1"
"_ZN3fmt8internal13FormatDecimalIjwEEvPT0_T_j","0040d140","undefined _ZN3fmt8internal13FormatDecimalIjwEEvPT0_T_j()","1"
"_ZN3fmt8internal13FormatDecimalIycEEvPT0_T_j","0040c960","undefined _ZN3fmt8internal13FormatDecimalIycEEvPT0_T_j()","1"
"_ZN3fmt8internal13FormatDecimalIywEEvPT0_T_j","0040d1b4","undefined _ZN3fmt8internal13FormatDecimalIywEEvPT0_T_j()","1"
"_ZN3fmt8internal15SignBitNoInlineEd","0040c5f8","undefined _ZN3fmt8internal15SignBitNoInlineEd()","1"
"_ZN3fmt8internal17ReportUnknownTypeEcPKc","0040c5fe","undefined _ZN3fmt8internal17ReportUnknownTypeEcPKc()","1"
"_ZN3fmt8internal24FormatSystemErrorMessageERNS_11BasicWriterIcEEiNS_14BasicStringRefIcEE","0040e5dc","undefined _ZN3fmt8internal24FormatSystemErrorMessageERNS_11BasicWriterIcEEiNS_14BasicStringRefIcEE()","264"
"_ZN3fmt8internal5ArrayIcLj500EE4growEj","001fe428","undefined _ZN3fmt8internal5ArrayIcLj500EE4growEj()","1"
"_ZN3fmt8internal5ArrayIcLj500EE6appendEPKcS4_","0040c6aa","undefined _ZN3fmt8internal5ArrayIcLj500EE6appendEPKcS4_()","1"
"_ZN3fmt8internal5ArrayIcLj500EE7reserveEj","0040ca94","undefined _ZN3fmt8internal5ArrayIcLj500EE7reserveEj()","1"
"_ZN3fmt8internal5ArrayIcLj500EED1Ev","0040c636","undefined _ZN3fmt8internal5ArrayIcLj500EED1Ev()","24"
"_ZN3fmt8internal5ArrayIwLj500EE4growEj","0040d29c","undefined _ZN3fmt8internal5ArrayIwLj500EE4growEj()","1"
"_ZN3fmt8internal5ArrayIwLj500EE6appendEPKwS4_","0040d302","undefined _ZN3fmt8internal5ArrayIwLj500EE6appendEPKwS4_()","1"
"_ZN3fmt8internal5ArrayIwLj500EE7reserveEj","0040d2d8","undefined _ZN3fmt8internal5ArrayIwLj500EE7reserveEj()","1"
"_ZN3fmt8internal8StrErrorEiRPcj","0040c600","undefined _ZN3fmt8internal8StrErrorEiRPcj()","42"
"_ZN4FMOD14ChannelControl11setCallbackEPF11FMOD_RESULTP19FMOD_CHANNELCONTROL24FMOD_CHANNELCONTROL_TYPE33FMOD_CHANNELCONTROL_CALLBACK_TYPEPvS6_E","007920f8","thunk undefined _ZN4FMOD14ChannelControl11setCallbackEPF11FMOD_RESULTP19FMOD_CHANNELCONTROL24FMOD_CHANNELCONTROL_TYPE33FMOD_CHANNELCONTROL_CALLBACK_TYPEPvS6_E()","1"
"_ZN4FMOD14ChannelControl4stopEv","007920cc","thunk undefined _ZN4FMOD14ChannelControl4stopEv()","1"
"_ZN4FMOD14ChannelControl6getDSPEiPPNS_3DSPE","007920f0","thunk undefined _ZN4FMOD14ChannelControl6getDSPEiPPNS_3DSPE()","1"
"_ZN4FMOD14ChannelControl7setModeEj","007920ec","thunk undefined _ZN4FMOD14ChannelControl7setModeEj()","1"
"_ZN4FMOD14ChannelControl9getPausedEPb","00792090","thunk undefined _ZN4FMOD14ChannelControl9getPausedEPb()","1"
"_ZN4FMOD14ChannelControl9getVolumeEPf","00792094","thunk undefined _ZN4FMOD14ChannelControl9getVolumeEPf()","1"
"_ZN4FMOD14ChannelControl9isPlayingEPb","007920dc","thunk undefined _ZN4FMOD14ChannelControl9isPlayingEPb()","1"
"_ZN4FMOD14ChannelControl9setPausedEb","007920d0","thunk undefined _ZN4FMOD14ChannelControl9setPausedEb()","1"
"_ZN4FMOD14ChannelControl9setVolumeEf","00792098","thunk undefined _ZN4FMOD14ChannelControl9setVolumeEf()","1"
"_ZN4FMOD3DSP15getMeteringInfoEP22FMOD_DSP_METERING_INFOS2_","0079208c","thunk undefined _ZN4FMOD3DSP15getMeteringInfoEP22FMOD_DSP_METERING_INFOS2_()","1"
"_ZN4FMOD3DSP18setMeteringEnabledEbb","007920f4","thunk undefined _ZN4FMOD3DSP18setMeteringEnabledEbb()","1"
"_ZN4FMOD5Sound7releaseEv","00792084","thunk undefined _ZN4FMOD5Sound7releaseEv()","1"
"_ZN4FMOD6System10getVersionEPj","007920a8","thunk undefined _ZN4FMOD6System10getVersionEPj()","1"
"_ZN4FMOD6System11createSoundEPKcjP22FMOD_CREATESOUNDEXINFOPPNS_5SoundE","007920e0","thunk undefined _ZN4FMOD6System11createSoundEPKcjP22FMOD_CREATESOUNDEXINFOPPNS_5SoundE()","1"
"_ZN4FMOD6System11mixerResumeEv","007920c4","thunk undefined _ZN4FMOD6System11mixerResumeEv()","1"
"_ZN4FMOD6System12createStreamEPKcjP22FMOD_CREATESOUNDEXINFOPPNS_5SoundE","007920e4","thunk undefined _ZN4FMOD6System12createStreamEPKcjP22FMOD_CREATESOUNDEXINFOPPNS_5SoundE()","1"
"_ZN4FMOD6System12mixerSuspendEv","007920c8","thunk undefined _ZN4FMOD6System12mixerSuspendEv()","1"
"_ZN4FMOD6System17getSoftwareFormatEPiP16FMOD_SPEAKERMODES1_","007920b8","thunk undefined _ZN4FMOD6System17getSoftwareFormatEPiP16FMOD_SPEAKERMODES1_()","1"
"_ZN4FMOD6System17setSoftwareFormatEi16FMOD_SPEAKERMODEi","007920bc","thunk undefined _ZN4FMOD6System17setSoftwareFormatEi16FMOD_SPEAKERMODEi()","1"
"_ZN4FMOD6System19getStreamBufferSizeEPjS1_","007920ac","thunk undefined _ZN4FMOD6System19getStreamBufferSizeEPjS1_()","1"
"_ZN4FMOD6System19setStreamBufferSizeEjj","007920b0","thunk undefined _ZN4FMOD6System19setStreamBufferSizeEjj()","1"
"_ZN4FMOD6System4initEijPv","007920c0","thunk undefined _ZN4FMOD6System4initEijPv()","1"
"_ZN4FMOD6System5closeEv","0079209c","thunk undefined _ZN4FMOD6System5closeEv()","1"
"_ZN4FMOD6System6updateEv","00792088","thunk undefined _ZN4FMOD6System6updateEv()","1"
"_ZN4FMOD6System7releaseEv","007920a0","thunk undefined _ZN4FMOD6System7releaseEv()","1"
"_ZN4FMOD6System9playSoundEPNS_5SoundEPNS_12ChannelGroupEbPPNS_7ChannelE","007920e8","thunk undefined _ZN4FMOD6System9playSoundEPNS_5SoundEPNS_12ChannelGroupEbPPNS_7ChannelE()","1"
"_ZN4FMOD6System9setOutputE15FMOD_OUTPUTTYPE","007920b4","thunk undefined _ZN4FMOD6System9setOutputE15FMOD_OUTPUTTYPE()","1"
"_ZN4FMOD7Channel11getPositionEPjj","007920d8","thunk undefined _ZN4FMOD7Channel11getPositionEPjj()","1"
"_ZN4FMOD7Channel11setPositionEjj","007920d4","thunk undefined _ZN4FMOD7Channel11setPositionEjj()","1"
"_ZN4llvm17ConvertUTF8toWideEjRKSsRPcRPKh","003ec0ac","undefined _ZN4llvm17ConvertUTF8toWideEjRKSsRPcRPKh()","1"
"_ZN4llvm21hasUTF16ByteOrderMarkEPKcj","003ec182","undefined _ZN4llvm21hasUTF16ByteOrderMarkEPKcj()","1"
"_ZN4llvm22ConvertCodePointToUTF8EjRPc","003ec150","undefined _ZN4llvm22ConvertCodePointToUTF8EjRPc()","50"
"_ZN4llvm24convertUTF16ToUTF8StringERKSbItSt11char_traitsItESaItEERSs","003ec55c","undefined _ZN4llvm24convertUTF16ToUTF8StringERKSbItSt11char_traitsItESaItEERSs()","1"
"_ZN4pugi10xml_writerD0Ev","00401cb0","undefined _ZN4pugi10xml_writerD0Ev()","1"
"_ZN4pugi10xml_writerD1Ev","00401590","undefined _ZN4pugi10xml_writerD1Ev()","1"
"_ZN4pugi10xpath_nodeC1ERKNS_13xml_attributeERKNS_8xml_nodeE","004079e6","undefined _ZN4pugi10xpath_nodeC1ERKNS_13xml_attributeERKNS_8xml_nodeE()","36"
"_ZN4pugi10xpath_nodeC1ERKNS_8xml_nodeE","004074d6","undefined _ZN4pugi10xpath_nodeC1ERKNS_8xml_nodeE()","1"
"_ZN4pugi10xpath_nodeC1Ev","004074c4","undefined _ZN4pugi10xpath_nodeC1Ev()","1"
"_ZN4pugi11xpath_queryC1EPKcPNS_18xpath_variable_setE","0040c08c","undefined _ZN4pugi11xpath_queryC1EPKcPNS_18xpath_variable_setE()","1"
"_ZN4pugi11xpath_queryD1Ev","0040c0f8","undefined _ZN4pugi11xpath_queryD1Ev()","1"
"_ZN4pugi12xml_document11load_bufferEPKvjjNS_12xml_encodingE","00406b52","undefined _ZN4pugi12xml_document11load_bufferEPKvjjNS_12xml_encodingE()","1"
"_ZN4pugi12xml_document19load_buffer_inplaceEPvjjNS_12xml_encodingE","00406bb0","undefined _ZN4pugi12xml_document19load_buffer_inplaceEPvjjNS_12xml_encodingE()","1"
"_ZN4pugi12xml_document23load_buffer_inplace_ownEPvjjNS_12xml_encodingE","00406bea","undefined _ZN4pugi12xml_document23load_buffer_inplace_ownEPvjjNS_12xml_encodingE()","56"
"_ZN4pugi12xml_document4loadEPKcj","00406b8a","undefined _ZN4pugi12xml_document4loadEPKcj()","38"
"_ZN4pugi12xml_document4loadERSijNS_12xml_encodingE","00406d60","undefined _ZN4pugi12xml_document4loadERSijNS_12xml_encodingE()","1"
"_ZN4pugi12xml_document4loadERSt13basic_istreamIwSt11char_traitsIwEEj","00406f9c","undefined _ZN4pugi12xml_document4loadERSt13basic_istreamIwSt11char_traitsIwEEj()","1"
"_ZN4pugi12xml_document5resetERKS0_","00406b12","undefined _ZN4pugi12xml_document5resetERKS0_()","1"
"_ZN4pugi12xml_document5resetEv","00406b00","undefined _ZN4pugi12xml_document5resetEv()","1"
"_ZN4pugi12xml_document6createEv","00406a44","undefined _ZN4pugi12xml_document6createEv()","1"
"_ZN4pugi12xml_document7destroyEv","00406aa4","undefined _ZN4pugi12xml_document7destroyEv()","1"
"_ZN4pugi12xml_document9load_fileEPKcjNS_12xml_encodingE","00406d2c","undefined _ZN4pugi12xml_document9load_fileEPKcjNS_12xml_encodingE()","1"
"_ZN4pugi12xml_document9load_fileEPKwjNS_12xml_encodingE","00406cf8","undefined _ZN4pugi12xml_document9load_fileEPKwjNS_12xml_encodingE()","1"
"_ZN4pugi12xml_documentC2Ev","00406a8e","undefined _ZN4pugi12xml_documentC2Ev()","1"
"_ZN4pugi12xml_documentD2Ev","00406b46","undefined _ZN4pugi12xml_documentD2Ev()","1"
"_ZN4pugi13xml_attribute8set_nameEPKc","00403bc8","undefined _ZN4pugi13xml_attribute8set_nameEPKc()","1"
"_ZN4pugi13xml_attribute9set_valueEb","00403cf4","undefined _ZN4pugi13xml_attribute9set_valueEb()","1"
"_ZN4pugi13xml_attribute9set_valueEd","00403ca4","undefined _ZN4pugi13xml_attribute9set_valueEd()","1"
"_ZN4pugi13xml_attribute9set_valueEi","00403bfc","undefined _ZN4pugi13xml_attribute9set_valueEi()","62"
"_ZN4pugi13xml_attribute9set_valueEj","00403c50","undefined _ZN4pugi13xml_attribute9set_valueEj()","1"
"_ZN4pugi13xml_attribute9set_valueEPKc","00403bda","undefined _ZN4pugi13xml_attribute9set_valueEPKc()","1"
"_ZN4pugi13xml_attributeaSEb","00403d1c","undefined _ZN4pugi13xml_attributeaSEb()","1"
"_ZN4pugi13xml_attributeaSEd","00403ce8","undefined _ZN4pugi13xml_attributeaSEd()","1"
"_ZN4pugi13xml_attributeaSEi","00403c44","undefined _ZN4pugi13xml_attributeaSEi()","1"
"_ZN4pugi13xml_attributeaSEj","00403c98","undefined _ZN4pugi13xml_attributeaSEj()","1"
"_ZN4pugi13xml_attributeaSEPKc","00403bee","undefined _ZN4pugi13xml_attributeaSEPKc()","12"
"_ZN4pugi13xml_attributeC1EPNS_20xml_attribute_structE","004039ee","undefined _ZN4pugi13xml_attributeC1EPNS_20xml_attribute_structE()","1"
"_ZN4pugi13xml_attributeC1Ev","004039e8","undefined _ZN4pugi13xml_attributeC1Ev()","1"
"_ZN4pugi14xpath_node_set4sortEb","00408874","undefined _ZN4pugi14xpath_node_set4sortEb()","68"
"_ZN4pugi14xpath_node_set7_assignEPKNS_10xpath_nodeES3_","00408750","undefined _ZN4pugi14xpath_node_set7_assignEPKNS_10xpath_nodeES3_()","106"
"_ZN4pugi14xpath_node_setaSERKS0_","0040882a","undefined _ZN4pugi14xpath_node_setaSERKS0_()","1"
"_ZN4pugi14xpath_node_setC1EPKNS_10xpath_nodeES3_NS0_6type_tE","004087de","undefined _ZN4pugi14xpath_node_setC1EPKNS_10xpath_nodeES3_NS0_6type_tE()","1"
"_ZN4pugi14xpath_node_setC1ERKS0_","00408804","undefined _ZN4pugi14xpath_node_setC1ERKS0_()","1"
"_ZN4pugi14xpath_node_setC1Ev","004087c4","undefined _ZN4pugi14xpath_node_setC1Ev()","1"
"_ZN4pugi14xpath_node_setD1Ev","00401a9c","undefined _ZN4pugi14xpath_node_setD1Ev()","24"
"_ZN4pugi14xpath_variable3setEb","0040ae0c","undefined _ZN4pugi14xpath_variable3setEb()","1"
"_ZN4pugi14xpath_variable3setEd","0040ae1c","undefined _ZN4pugi14xpath_variable3setEd()","1"
"_ZN4pugi14xpath_variable3setEPKc","0040ae30","undefined _ZN4pugi14xpath_variable3setEPKc()","70"
"_ZN4pugi14xpath_variable3setERKNS_14xpath_node_setE","0040ae7c","undefined _ZN4pugi14xpath_variable3setERKNS_14xpath_node_setE()","1"
"_ZN4pugi14xpath_variableC1Ev","004088f8","undefined _ZN4pugi14xpath_variableC1Ev()","1"
"_ZN4pugi15xml_tree_walker3endERNS_8xml_nodeE","004018e0","undefined _ZN4pugi15xml_tree_walker3endERNS_8xml_nodeE()","1"
"_ZN4pugi15xml_tree_walker5beginERNS_8xml_nodeE","004018dc","undefined _ZN4pugi15xml_tree_walker5beginERNS_8xml_nodeE()","1"
"_ZN4pugi15xml_tree_walkerC1Ev","004039d0","undefined _ZN4pugi15xml_tree_walkerC1Ev()","1"
"_ZN4pugi15xml_tree_walkerD0Ev","00401c80","undefined _ZN4pugi15xml_tree_walkerD0Ev()","1"
"_ZN4pugi15xml_tree_walkerD1Ev","004018cc","undefined _ZN4pugi15xml_tree_walkerD1Ev()","1"
"_ZN4pugi15xml_writer_file5writeEPKvj","004020c4","undefined _ZN4pugi15xml_writer_file5writeEPKvj()","1"
"_ZN4pugi15xml_writer_fileC1EPv","0040398c","undefined _ZN4pugi15xml_writer_fileC1EPv()","1"
"_ZN4pugi15xml_writer_fileD0Ev","00401c94","undefined _ZN4pugi15xml_writer_fileD0Ev()","22"
"_ZN4pugi15xml_writer_fileD1Ev","004018bc","undefined _ZN4pugi15xml_writer_fileD1Ev()","1"
"_ZN4pugi16xml_parse_resultC2Ev","004058a0","undefined _ZN4pugi16xml_parse_resultC2Ev()","1"
"_ZN4pugi17xml_node_iteratorC1EPNS_15xml_node_structES2_","00405558","undefined _ZN4pugi17xml_node_iteratorC1EPNS_15xml_node_structES2_()","1"
"_ZN4pugi17xml_node_iteratorC1ERKNS_8xml_nodeE","00405544","undefined _ZN4pugi17xml_node_iteratorC1ERKNS_8xml_nodeE()","1"
"_ZN4pugi17xml_node_iteratorC1Ev","00405532","undefined _ZN4pugi17xml_node_iteratorC1Ev()","1"
"_ZN4pugi17xml_node_iteratormmEi","00405630","undefined _ZN4pugi17xml_node_iteratormmEi()","1"
"_ZN4pugi17xml_node_iteratormmEv","00405616","undefined _ZN4pugi17xml_node_iteratormmEv()","1"
"_ZN4pugi17xml_node_iteratorppEi","00405600","undefined _ZN4pugi17xml_node_iteratorppEi()","22"
"_ZN4pugi17xml_node_iteratorppEv","004055f8","undefined _ZN4pugi17xml_node_iteratorppEv()","1"
"_ZN4pugi17xml_writer_stream5writeEPKvj","00402f60","undefined _ZN4pugi17xml_writer_stream5writeEPKvj()","1"
"_ZN4pugi17xml_writer_streamC1ERSo","004039a0","undefined _ZN4pugi17xml_writer_streamC1ERSo()","1"
"_ZN4pugi17xml_writer_streamC1ERSt13basic_ostreamIwSt11char_traitsIwEE","004039b8","undefined _ZN4pugi17xml_writer_streamC1ERSt13basic_ostreamIwSt11char_traitsIwEE()","1"
"_ZN4pugi17xml_writer_streamD0Ev","00401c64","undefined _ZN4pugi17xml_writer_streamD0Ev()","1"
"_ZN4pugi17xml_writer_streamD1Ev","004018e8","undefined _ZN4pugi17xml_writer_streamD1Ev()","1"
"_ZN4pugi18xpath_parse_resultC1Ev","004088cc","undefined _ZN4pugi18xpath_parse_resultC1Ev()","1"
"_ZN4pugi18xpath_variable_set3addEPKcNS_16xpath_value_typeE","0040af58","undefined _ZN4pugi18xpath_variable_set3addEPKcNS_16xpath_value_typeE()","78"
"_ZN4pugi18xpath_variable_set3getEPKc","0040b0f4","undefined _ZN4pugi18xpath_variable_set3getEPKc()","1"
"_ZN4pugi18xpath_variable_set3setEPKcb","0040b090","undefined _ZN4pugi18xpath_variable_set3setEPKcb()","1"
"_ZN4pugi18xpath_variable_set3setEPKcd","0040b0a8","undefined _ZN4pugi18xpath_variable_set3setEPKcd()","1"
"_ZN4pugi18xpath_variable_set3setEPKcRKNS_14xpath_node_setE","0040b0dc","undefined _ZN4pugi18xpath_variable_set3setEPKcRKNS_14xpath_node_setE()","1"
"_ZN4pugi18xpath_variable_set3setEPKcS2_","0040b0c4","undefined _ZN4pugi18xpath_variable_set3setEPKcS2_()","1"
"_ZN4pugi18xpath_variable_setC1Ev","0040ae92","undefined _ZN4pugi18xpath_variable_setC1Ev()","1"
"_ZN4pugi18xpath_variable_setD1Ev","0040aea4","undefined _ZN4pugi18xpath_variable_setD1Ev()","64"
"_ZN4pugi22xml_attribute_iteratorC1EPNS_20xml_attribute_structEPNS_15xml_node_structE","00405662","undefined _ZN4pugi22xml_attribute_iteratorC1EPNS_20xml_attribute_structEPNS_15xml_node_structE()","22"
"_ZN4pugi22xml_attribute_iteratorC1ERKNS_13xml_attributeERKNS_8xml_nodeE","00405658","undefined _ZN4pugi22xml_attribute_iteratorC1ERKNS_13xml_attributeERKNS_8xml_nodeE()","1"
"_ZN4pugi22xml_attribute_iteratorC1Ev","00405646","undefined _ZN4pugi22xml_attribute_iteratorC1Ev()","1"
"_ZN4pugi22xml_attribute_iteratormmEi","0040573e","undefined _ZN4pugi22xml_attribute_iteratormmEi()","1"
"_ZN4pugi22xml_attribute_iteratormmEv","00405724","undefined _ZN4pugi22xml_attribute_iteratormmEv()","1"
"_ZN4pugi22xml_attribute_iteratorppEi","0040570e","undefined _ZN4pugi22xml_attribute_iteratorppEi()","22"
"_ZN4pugi22xml_attribute_iteratorppEv","00405706","undefined _ZN4pugi22xml_attribute_iteratorppEv()","1"
"_ZN4pugi23xml_named_node_iteratorC1EPNS_15xml_node_structES2_PKc","00405782","undefined _ZN4pugi23xml_named_node_iteratorC1EPNS_15xml_node_structES2_PKc()","1"
"_ZN4pugi23xml_named_node_iteratorC1ERKNS_8xml_nodeEPKc","0040576a","undefined _ZN4pugi23xml_named_node_iteratorC1ERKNS_8xml_nodeEPKc()","1"
"_ZN4pugi23xml_named_node_iteratorC1Ev","00405754","undefined _ZN4pugi23xml_named_node_iteratorC1Ev()","1"
"_ZN4pugi23xml_named_node_iteratormmEi","0040588a","undefined _ZN4pugi23xml_named_node_iteratormmEi()","1"
"_ZN4pugi23xml_named_node_iteratormmEv","00405858","undefined _ZN4pugi23xml_named_node_iteratormmEv()","1"
"_ZN4pugi23xml_named_node_iteratorppEi","00405842","undefined _ZN4pugi23xml_named_node_iteratorppEi()","1"
"_ZN4pugi23xml_named_node_iteratorppEv","00405832","undefined _ZN4pugi23xml_named_node_iteratorppEv()","16"
"_ZN4pugi30get_memory_allocation_functionEv","004074ac","undefined _ZN4pugi30get_memory_allocation_functionEv()","1"
"_ZN4pugi31set_memory_management_functionsEPFPvjEPFvS0_E","0040749c","undefined _ZN4pugi31set_memory_management_functionsEPFPvjEPFvS0_E()","1"
"_ZN4pugi32get_memory_deallocation_functionEv","004074b8","undefined _ZN4pugi32get_memory_deallocation_functionEv()","1"
"_ZN4pugi7as_utf8EPKw","00407440","undefined _ZN4pugi7as_utf8EPKw()","1"
"_ZN4pugi7as_utf8ERKSbIwSt11char_traitsIwESaIwEE","0040745e","undefined _ZN4pugi7as_utf8ERKSbIwSt11char_traitsIwESaIwEE()","1"
"_ZN4pugi7as_wideEPKc","00407470","undefined _ZN4pugi7as_wideEPKc()","1"
"_ZN4pugi7as_wideERKSs","0040748a","undefined _ZN4pugi7as_wideERKSs()","1"
